date,CF,FG,MA,OI,RM,SR,TA,ZC
20150105,0.999879029701,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150107,0.998148945463,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150108,0.997550095456,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150109,0.998843208431,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150112,1.00065405686,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150113,0.998232073958,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150114,0.997417693457,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150115,0.998110327833,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150116,0.995601876968,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150119,0.995682569899,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150120,0.997475939432,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150121,0.996002297281,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150122,0.993070371834,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150123,0.990503133305,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150126,0.992032456616,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150127,0.986402088163,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150128,0.98929377059,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150129,0.985739840799,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150130,0.991038284281,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20150202,0.991895509792,1.0,1.0224310771,1.0,0.993271166099,1.01479357726,0.996350234691,1.0
20150203,0.991159249817,1.0,1.00740083694,1.0,1.00366967292,1.03981046261,1.01294827087,1.0
20150204,0.980555883786,1.0,1.00211192953,1.0,0.993749538357,1.03281137102,1.00731376803,1.0
20150205,0.985495595911,1.0,1.00112191315,1.0,0.993046855221,1.03415829052,0.996288611142,1.0
20150206,0.98829254979,1.0,0.994148426969,1.0,0.989060323555,1.04463577697,0.996820280987,1.0
20150209,0.989511745202,1.0,0.992651169498,1.0,0.994956831769,1.04258634303,1.00002306721,1.0
20150210,0.98836028069,1.0,0.994541351247,1.0,0.989130551321,1.0465070661,1.0066516665,1.0
20150211,0.988587961374,1.0,0.993379592176,1.0,0.988176393738,1.04354460194,1.00334386642,1.0
20150212,0.988217150956,1.0,1.00268181442,1.0,0.987791443444,1.04011446912,1.00375793835,1.0
20150213,0.986368418273,1.0,0.991797663895,1.0,1.00874710989,1.03778181385,1.0095500092,1.0
20150216,0.986444525494,1.0,0.985913999245,1.0,1.00321047474,1.03496109174,1.01498388565,1.0
20150217,0.987380283148,1.0,0.986127651838,1.0,1.01358133675,1.03383159854,1.02223739726,1.0
20150225,0.987065877061,1.0,1.01161591824,1.0,1.01635199757,1.03718219131,1.0195383815,1.0
20150226,0.985627556693,1.0,1.00859622468,1.0,1.02664744669,1.03879660238,1.00047027534,1.0
20150227,0.984214814736,1.0,1.00800912221,1.0,1.02628781559,1.03100627536,1.0073178658,1.0
20150302,0.983466021304,1.0,0.990162418675,1.0,1.01871199559,1.0297430833,1.00436013407,1.0
20150303,0.983989713041,1.0,0.9824648595,1.0,1.00362721861,1.02679794139,1.01463086841,1.0
20150304,0.985649073525,1.0,0.969489956263,1.0,0.998518341799,1.02799132069,1.01712530117,1.0
20150305,0.985496574993,1.0,0.96754663228,1.0,0.998392261294,1.02231801751,1.05122045471,1.0
20150306,0.986076119823,1.0,0.959456570588,1.0,1.0077790803,1.02350365837,1.04117727445,1.0
20150309,0.984163640209,1.0,0.983691066304,1.0,1.01219527114,1.02528435491,1.03422063891,1.0
20150310,0.984066859563,1.0,0.992771693958,1.0,1.0088664854,1.02905065746,1.03538278875,1.0
20150311,0.983239739294,1.0,0.990329219719,1.0,1.03245134307,1.02724430618,1.03699877578,1.0
20150312,0.981518505737,1.0,1.01229939961,1.0,1.0209984224,1.02762646791,1.03872152361,1.0
20150313,0.983011742516,1.0,1.00857787927,1.0,1.02324309338,1.02332507465,1.04639405135,1.0
20150316,0.983276400871,1.0,0.998623272656,1.0,1.01029642258,1.01904951724,1.03051796757,1.0
20150317,0.983841680099,1.0,0.982261203927,1.0,1.01320820172,1.01811208296,1.0214150304,1.0
20150318,0.984154590989,1.0,0.988051567962,1.0,1.01162837828,1.02364431895,1.02856710033,1.0
20150319,0.977345128329,1.0,0.996447249947,1.0,1.01922127627,1.01925023498,1.052398378,1.0
20150320,0.977919708261,1.0,1.00157112419,1.0,1.02294327677,1.01950396959,1.05438010269,1.0
20150323,0.983917318619,1.0,0.9868315261,1.0,1.02506092194,1.01864207685,1.04827224836,1.0
20150324,0.98426704865,1.0,0.986551624556,1.0,1.02668341469,1.04016319577,1.03516152729,1.0
20150325,0.984264280235,1.0,0.997422930294,1.0,1.02215939978,1.03850827812,1.04552506059,1.0
20150326,0.983724072313,1.0,0.998846262214,1.0,1.02845518382,1.03529509878,1.03448383675,1.0
20150327,0.979022570677,1.0,1.01640537472,1.0,1.02600621781,1.04644563832,1.04724222905,1.0
20150330,0.979022570677,1.0,1.00688491506,1.0,1.01999722962,1.05307417787,1.03418688544,1.0
20150331,0.979329619747,1.0,1.01000619012,1.0,1.02308369903,1.05128118671,1.02741637004,1.0
20150401,0.975583097289,1.0,1.01583613995,1.0,1.05006469982,1.04734308187,1.0226032535,1.0
20150402,0.970932925369,1.0,1.01488992471,1.0,1.04681781679,1.04654781684,1.0244181377,1.0
20150403,0.976002597834,1.0,1.00919451273,1.0,1.04121807024,1.05175901827,1.02040733128,1.0
20150407,0.975980941024,1.0,1.00764146287,1.0,1.04055849597,1.05197981407,1.01987882504,1.0
20150408,0.976809978326,1.0,1.00725447232,1.0,1.02693779402,1.06427949398,1.01226337645,1.0
20150409,0.977868391776,1.0,1.00702047742,1.0,1.0409620994,1.0678604046,1.02216865624,1.0
20150410,0.975601430357,1.0,1.00311352619,1.0,1.04219063958,1.07706058392,1.0374267804,1.0
20150413,0.974398265095,1.0,1.01653223824,1.0,1.04552142994,1.06576398363,1.03833070442,1.0
20150414,0.969681350693,1.0,1.01912190137,1.0,1.04041478503,1.06315553107,1.06086445569,1.0
20150415,0.970935722106,1.0,1.01131383654,1.0,1.03871845195,1.06176203343,1.03480223929,1.0
20150416,0.9772143432,1.0,1.04204713972,1.0,1.04539476654,1.05073952155,1.06580061359,1.0
20150417,0.980249463973,1.0,1.04798465602,1.0,1.04358183694,1.05150478803,1.05160816191,1.0
20150420,0.977882543246,1.0,1.03915806846,1.0,1.03586190982,1.04848653113,1.04116525741,1.0
20150421,0.978074465944,1.0,1.0382342105,1.0,1.02822961908,1.04739889743,1.06508366075,1.0
20150422,0.977633606221,1.0,1.02583142603,1.0,1.03482982522,1.0629661484,1.06970200178,1.0
20150423,0.990914187038,1.0,1.01756302319,1.0,1.03683984377,1.08484744294,1.06431863083,1.0
20150424,0.995587388906,1.0,1.0019941353,1.0,1.04843940071,1.08186099938,1.07351584448,1.0
20150427,0.992574036937,1.0,1.0035203711,1.0,1.05487978315,1.08186221706,1.08637641491,1.0
20150428,0.996120845111,1.0,1.02145286753,1.0,1.05208719319,1.08179306562,1.09736663204,1.0
20150429,0.99782242181,1.0,1.02291015547,1.0,1.05870675372,1.0806174494,1.09997924167,1.0
20150430,0.995777077831,1.0,1.02549233277,1.0,1.06389622809,1.08401819832,1.10571801221,1.0
20150504,1.00388818757,1.0,1.02743199822,1.0,1.06670317437,1.08679380652,1.10662291084,1.0
20150505,1.00740646051,1.0,1.02459713627,1.0,1.06680537345,1.0982853814,1.10896659048,1.0
20150506,1.00422705798,1.0,1.02662424103,1.0,1.0628339061,1.08956660739,1.12189766386,1.0
20150507,1.0131898673,1.0,1.03682304373,1.0,1.05952995193,1.08876506698,1.14142021891,1.0
20150508,1.0123722895,1.0,1.02893011552,1.0,1.06700852741,1.08849278176,1.12497637308,1.0
20150511,1.01300544938,1.0,1.02180939612,1.0,1.06684587281,1.09359509888,1.12869727877,1.0
20150512,1.00658157719,1.0,1.01801536826,1.0,1.08472853496,1.09661266018,1.13191233307,1.0
20150513,1.0027974201,1.0,1.01133347902,1.0,1.0819840566,1.09984174556,1.13118080267,1.0
20150514,1.00150003751,1.0,1.01034400745,1.0,1.09946263816,1.11041773368,1.13002166961,1.0
20150515,1.00210824964,1.0,1.00907760418,1.0,1.09378075553,1.1082508369,1.12239682137,1.0
20150518,1.00237748915,1.0,1.00252090432,1.0,1.09693774917,1.11045112433,1.11728370861,1.0
20150519,1.00370653411,1.0,1.01894283415,1.0,1.10699864931,1.1084149352,1.11919577771,1.0
20150520,1.00480009018,1.0,1.00657313862,1.0,1.10659674192,1.12825945018,1.12971483961,1.0
20150521,1.00393858837,1.0,0.998290443734,1.0,1.10540784417,1.13386808329,1.13228402991,1.0
20150522,1.00689796253,1.0,0.9950634119,1.0,1.1056873879,1.13004392828,1.12235771019,1.0
20150525,1.00620510829,1.0,0.999179927615,1.0,1.11476725226,1.13486798532,1.12813309446,1.0
20150526,1.00438321316,1.0,0.988701120865,1.0,1.11012149289,1.17093250989,1.1394801576,1.0
20150527,1.00484606281,1.0,0.990496071928,1.0,1.10957511885,1.17605931656,1.12968838798,1.0
20150528,1.00455823582,1.0,0.98646517928,1.0,1.11126752644,1.17502329016,1.13461787527,1.0
20150529,1.0034864284,1.0,0.994327705136,1.0,1.10580318566,1.18024430552,1.13334847562,1.0
20150601,1.00366823165,1.0,0.993846021909,1.0,1.11333521675,1.17744309829,1.11591851629,1.0
20150602,1.00416231881,1.0,0.992361882869,1.0,1.1272251796,1.18372596044,1.12088323763,1.0
20150603,1.0029436303,1.0,0.990578603264,1.0,1.12345914121,1.18998577954,1.12050259538,1.0
20150604,1.0003642995,1.0,0.989512436495,1.0,1.12442521517,1.1961421876,1.12955425907,1.0
20150605,0.999068785947,1.0,0.989966103785,1.0,1.123528654,1.18875957296,1.13291343804,1.0
20150608,0.998364511274,1.0,0.98839707116,1.0,1.12027421665,1.18919614281,1.1256448711,1.0
20150609,0.998364511274,1.0,0.985305372182,1.0,1.11971935315,1.19227683166,1.12552372301,1.0
20150610,0.998380773596,1.0,0.980594330436,1.0,1.12040484905,1.19035083816,1.11359089077,1.0
20150611,1.01039656369,1.0,0.979757524435,1.0,1.11697811802,1.19002342339,1.11623102363,1.0
20150612,1.01039656369,1.0,0.979719791394,1.0,1.12793554185,1.18036467174,1.12038387962,1.0
20150615,1.00851932757,1.0,0.975516529261,1.0,1.12752130376,1.19718681869,1.11608177278,1.0
20150616,1.00843093025,1.0,0.974259900159,1.0,1.13107654746,1.20015449246,1.12455888207,1.0
20150617,1.00824379135,1.0,0.964188958634,1.0,1.10298004573,1.19459652349,1.12244561174,1.0
20150618,1.00885921454,1.0,0.973364821565,1.0,1.10990713793,1.18988966827,1.13829022536,1.0
20150619,1.00544233947,1.0,0.972627667528,1.0,1.1095195262,1.18744527909,1.13476863138,1.0
20150623,1.00463844617,1.0,0.980966525908,1.0,1.10667713467,1.18426970266,1.13335519271,1.0
20150624,1.00463844617,1.0,0.98888193042,1.0,1.10233866732,1.18504982678,1.14044672288,1.0
20150625,1.00678754328,1.0,0.985174418473,1.0,1.10263728694,1.19027307145,1.14013974956,1.0
20150626,1.0071512385,1.0,0.986411390013,1.0,1.1038523625,1.19257973799,1.14028897512,1.0
20150629,1.00502760406,1.0,0.982358601964,1.0,1.09609704986,1.20300884859,1.14315313936,1.0
20150630,1.00502760406,1.0,0.989997349292,1.0,1.09300677779,1.20236429274,1.1614934367,1.0
20150701,1.00914837452,0.998366450793,0.989292470959,1.0,1.14383082798,1.19385187045,1.15663515121,1.0
20150702,1.0091712638,0.998492344151,0.990890638125,1.0,1.14758859892,1.19468203257,1.15665863954,1.0
20150703,1.00901119775,0.99902095696,0.99531249281,0.999916869574,1.12348590081,1.19117538713,1.1650305224,1.0
20150706,1.01304530818,0.989623810816,0.980641988124,0.99156631893,1.13841727653,1.20865487348,1.16529977356,1.0
20150707,1.00927930505,0.998169748558,0.984907819277,0.984454461239,1.20065956657,1.20283135845,1.1670312797,1.0
20150708,1.02975850061,0.971925759618,0.977783722986,1.00970347506,1.20194888689,1.196106839,1.15057298496,1.0
20150709,1.04851245601,1.03821554296,0.976794731437,1.0489864415,1.25745298393,1.25666837171,1.13785136527,1.0
20150710,1.04732228824,1.03628869227,0.991502714659,1.05232080096,1.26388416249,1.25224262528,1.1261718082,1.0
20150713,1.04798561443,1.03584325826,0.991106436057,1.05631332922,1.27002779231,1.24571574038,1.12673824675,1.0
20150714,1.04884839871,1.03503295706,0.988153727382,1.0526592891,1.28257650548,1.24171254041,1.12097727511,1.0
20150715,1.04853628057,1.02896549982,0.977263001473,1.05694242957,1.27030081628,1.24585163907,1.11748362756,1.0
20150716,1.04835226848,1.02529683584,0.980920936912,1.05708173793,1.30114046397,1.23934472591,1.12771627773,1.0
20150717,1.04835226848,1.02526779425,0.97250656672,1.06398496002,1.33852338402,1.25483655779,1.1327317392,1.0
20150720,1.04351473813,1.03299974058,0.980032834416,1.06650608523,1.32195952853,1.24811229461,1.14440735829,1.0
20150721,1.04096190664,1.02965862853,0.985134010455,1.06099119879,1.33084957535,1.24872177266,1.13252190255,1.0
20150722,1.04096190664,1.0295505855,0.981321884714,1.05574628722,1.33581450452,1.24367627856,1.12752829635,1.0
20150723,1.04038609,1.02584314901,0.98227339767,1.05847259761,1.32447902499,1.24879991788,1.12269490351,1.0
20150724,1.03950741206,1.03094300299,0.988352623714,1.05538286374,1.33481403346,1.24378144027,1.11456882091,1.0
20150727,1.03713885929,1.03954787829,0.980251938115,1.05529174955,1.32474004334,1.23588050604,1.09632273529,1.0
20150728,1.0367538078,1.03720036123,0.983602561468,1.05529174955,1.32659513466,1.24147797358,1.08442850941,1.0
20150729,1.03886862164,1.03216117311,0.98916036242,1.0554665459,1.33473351674,1.24264879209,1.08073024695,1.0
20150730,1.03819229011,1.03223579135,1.00715549293,1.0539093094,1.34300743853,1.2618906072,1.08500591105,1.0
20150731,1.0427520668,1.03397727785,1.00309569748,1.05194545757,1.34645604098,1.26070025779,1.0934669689,1.0
20150803,1.04248494547,1.02243390642,1.04933495734,1.05519083095,1.35320777663,1.27695336739,1.11109479908,1.0
20150804,1.03761918483,1.01606564901,1.04407137724,1.05549218893,1.36591052015,1.28190712859,1.10373232061,1.0
20150805,1.03761918483,1.01620690601,1.03505917799,1.05367100923,1.36151049541,1.28615891848,1.12702608723,1.0
20150806,1.03178535151,1.01669877758,1.05031187631,1.05367100923,1.35519092183,1.29635608886,1.13821266641,1.0
20150807,1.03243317251,1.0170154932,1.05350863854,1.05365061073,1.35373861323,1.28533582759,1.1247293775,1.0
20150810,1.03043183192,1.01111147168,1.06016531569,1.05487723871,1.38034765933,1.2718166563,1.11628393493,1.0
20150811,1.03055616129,1.00958884371,1.04529448916,1.05410934681,1.35456784172,1.29583201931,1.10024775418,1.0
20150812,1.02880897558,1.00656469971,1.04107261863,1.04883861323,1.34259172679,1.28749549783,1.0979038284,1.0
20150813,1.03700083432,1.00188122541,1.05870150191,1.05098140019,1.31916915001,1.31070133867,1.10756982729,1.0
20150814,1.04240426591,1.00201978455,1.05358964396,1.05117426253,1.3152412092,1.29847715039,1.11593576872,1.0
20150817,1.04376564658,1.00861344919,1.05598475559,1.0502204727,1.31017200636,1.29229808201,1.11015549762,1.0
20150818,1.04369026002,1.00632326512,1.04804231689,1.0502204727,1.31503969246,1.29351617057,1.10444587768,1.0
20150819,1.03391802604,1.00787058015,1.04698754635,1.04983755227,1.3173707197,1.27771190374,1.10108687001,1.0
20150820,1.03913239376,1.00593168124,1.0570282268,1.04765985914,1.33076045389,1.27426428226,1.08905786539,1.0
20150821,1.03025264915,0.997184672997,1.05028847274,1.04491799609,1.32288958987,1.26968117513,1.09080446096,1.0
20150824,1.03601707335,1.02281956052,1.03216737587,1.04769547226,1.36997499917,1.30249554013,1.06338546519,1.0
20150825,1.03537031793,1.0302820619,1.04107874336,1.04576496209,1.39039742511,1.29942382305,1.04863715266,1.0
20150826,1.03597459893,1.03043135151,1.01922149999,1.0464164133,1.4008364979,1.30328710067,1.05875740875,1.0
20150827,1.03597459893,1.0357157841,1.02905868454,1.05245597917,1.41703189954,1.31439983471,1.09823928944,1.0
20150828,1.03318795827,1.02386575596,1.00625134518,1.05033635923,1.42021145421,1.30247544068,1.08283082843,1.0
20150831,1.03446920307,1.02537866998,1.01381971091,1.05096716758,1.39666632643,1.29840838436,1.07711664118,1.0
20150901,1.03446920307,1.018389158,1.01325268225,1.05137426251,1.38518226687,1.29049773801,1.06096688353,1.0
20150902,1.03446920307,1.01785575328,1.00929511434,1.04861000827,1.3745992831,1.2766579139,1.05578867046,1.0
20150907,1.03430924013,1.02985330655,0.994257399698,1.04861000827,1.40924051753,1.276954368,1.06555785476,1.0
20150908,1.03430924013,1.03074611945,0.990806176012,1.04861000827,1.40175292291,1.28267709604,1.05898851826,1.0
20150909,1.03278342068,1.0289730909,0.984444112107,1.04907324638,1.3917608086,1.27892390677,1.05305595704,1.0
20150910,1.0313907203,1.02626804714,0.98030776167,1.04862435876,1.39051990622,1.31903131411,1.04790207473,1.0
20150911,1.03242610325,1.03476283698,0.976141166513,1.04841900942,1.39947090781,1.31636428559,1.06210131602,1.0
20150914,1.03242610325,1.03139488133,0.98563931208,1.04852282161,1.39083263067,1.31789029679,1.06950841793,1.0
20150915,1.02961042916,1.03058004029,0.985087142899,1.06027249717,1.38962029156,1.30858634866,1.08151100166,1.0
20150916,1.02961042916,1.02927818029,0.979502465778,1.06142447704,1.38385477891,1.30700151907,1.08599118708,1.0
20150917,1.0303125879,1.02887666451,0.971606987964,1.06142447704,1.38791263908,1.30373911209,1.09010718174,1.0
20150918,1.0303125879,1.02692450646,0.965433648383,1.06132586099,1.39443794265,1.31258694978,1.08686563667,1.0
20150921,1.0321926112,1.02203917116,0.969301963319,1.06329603562,1.39542086668,1.32457511182,1.09596455625,1.0
20150922,1.0321926112,1.0152811731,0.961714304088,1.06422246393,1.39369287001,1.3226436089,1.09412655638,1.0
20150923,1.03323121989,1.01545717132,0.956558660586,1.06422246393,1.39794417266,1.31029202191,1.10185135319,1.0
20150924,1.03323121989,1.01678901677,0.9575032603,1.06265752979,1.40474430645,1.30655711465,1.09460828167,1.0
20150925,1.03839442495,1.01486554304,0.953839888642,1.06025938697,1.41501954838,1.30548916584,1.08367187301,1.0
20150928,1.04514644241,1.01486554304,0.952545830539,1.06025938697,1.42544511778,1.30324282143,1.08284258076,1.0
20150929,1.04514644241,1.01278097811,0.930468364655,1.05947429393,1.41183507269,1.31608908094,1.0848400818,1.0
20150930,1.04616945257,1.01089160462,0.92951781835,1.05934015317,1.41615758934,1.33379254879,1.08751512397,1.0
20151008,1.05089198872,0.996526350247,0.926653233392,1.0627428181,1.41351123474,1.3459018127,1.08292269841,1.0
20151009,1.04785816315,0.994826931723,0.941757365052,1.06578492019,1.40009228517,1.3490251743,1.10049556651,1.0
20151012,1.04785495584,0.994532840681,0.938556039953,1.06748841728,1.38781467303,1.36018941827,1.09932743243,1.0
20151013,1.04569246354,0.991613802068,0.938255482779,1.06785484819,1.39003640711,1.35918917594,1.08771640127,1.0
20151014,1.04536854092,0.990367816422,0.937124750632,1.06785484819,1.39164865534,1.35839783402,1.08656222287,1.0
20151015,1.05085479063,0.991272587829,0.93634961309,1.07022171638,1.39122795185,1.35549758558,1.08524044875,1.0
20151016,1.05085479063,0.990289766143,0.940325927905,1.06799324499,1.38678467715,1.37236998121,1.08506152483,1.0
20151019,1.05220205938,0.9889939622,0.94135579772,1.06855089188,1.37913303282,1.36392467615,1.09090535697,1.0
20151020,1.05220205938,0.987255499695,0.93965460489,1.06644741391,1.39049340569,1.36105379518,1.09283021164,1.0
20151021,1.05139759289,0.996039352252,0.940755285383,1.06629497603,1.38913724436,1.35103267973,1.09792493652,1.0
20151022,1.0428039494,0.995732428763,0.944810553887,1.07414772995,1.39586206219,1.34713059991,1.11349938159,1.0
20151023,1.04041853125,0.994846808232,0.95920755842,1.07414772995,1.40631774291,1.3462882769,1.11030270201,1.0
20151026,1.03978770856,0.994490899754,0.959540813824,1.07423018962,1.40260160744,1.34719660629,1.1158138559,1.0
20151027,1.03777805783,0.998968757129,0.954714385688,1.0752645843,1.40538624241,1.34587460991,1.13190246007,1.0
20151028,1.0371672682,0.998086245957,0.952685489897,1.0752645843,1.40270250979,1.34300706944,1.13825150469,1.00021511
20151029,1.03509680465,0.995304991588,0.955841287247,1.07419169688,1.40377374015,1.34995532449,1.12928642886,1.00021511
20151030,1.03729017508,0.99839575715,0.956201385248,1.07621310815,1.41240714152,1.3454211445,1.13002894953,1.00021511
20151102,1.03706003962,0.998714154089,0.971676990572,1.07621310815,1.40578237885,1.34823543079,1.14084684952,1.00021511
20151103,1.04218477848,1.00187173299,0.976001087446,1.07621310815,1.41199367041,1.34830869917,1.14966689809,1.00021511
20151104,1.0425704531,0.997422112004,0.984557264136,1.07616628153,1.41691316293,1.36008975122,1.1507032448,0.999134251786
20151105,1.04690522941,1.00707663321,0.99806980152,1.07391010657,1.41330932093,1.3721464607,1.15033334459,0.999134251786
20151106,1.04690522941,1.0046688085,0.992476537501,1.07347660934,1.41900568372,1.3615939743,1.14125096224,0.999134251786
20151109,1.05064001422,0.999926864426,0.987339243513,1.07373652182,1.41686940037,1.35412178028,1.143683375,0.999134251786
20151110,1.05116309195,0.995696601917,0.985261236066,1.07373652182,1.42960437278,1.35573757279,1.14483759551,0.999134251786
20151111,1.04983589571,0.996501954185,0.998496151464,1.07140984726,1.42769540921,1.3516943353,1.13773149114,1.00211726701
20151112,1.04983589571,0.990001523327,1.00245959424,1.06721438568,1.42423197771,1.35603774698,1.13556291263,1.00211726701
20151113,1.05270577487,0.989020420246,0.989564686029,1.0661686943,1.42682143343,1.3560817575,1.13572064916,1.00572916503
20151116,1.05140814211,0.989940841994,0.993284402646,1.0661779165,1.44138980028,1.33862726008,1.15502426138,1.0055449125
20151117,1.04503590733,0.980756461854,0.99598516545,1.06449745918,1.44078576798,1.33898478237,1.15270560505,1.0055449125
20151118,1.04479149236,0.979104041929,1.02556340177,1.06449745918,1.4208700955,1.35414464048,1.15014146167,1.00611184113
20151119,1.04368212323,0.969703390127,1.02154590217,1.06395650091,1.39916854091,1.35044081122,1.14635753226,1.01074837337
20151120,1.04088721364,0.963099645306,1.03208843904,1.06201381257,1.39766715028,1.3501815017,1.18125647221,1.00830028037
20151123,1.04215569117,0.957990650511,1.03171538156,1.06314113736,1.43768416265,1.33411596959,1.1948270997,1.00830028037
20151124,1.04215569117,0.943613838358,1.05829281855,1.06280222975,1.45244527625,1.32898792953,1.19618227157,1.00830028037
20151125,1.03931682864,0.942903111367,1.06504992124,1.06280222975,1.44148084298,1.32824484902,1.20604248801,1.00718580154
20151126,1.03235506485,0.946464064144,1.05616934575,1.05970328801,1.4463831161,1.32397006991,1.22022371699,0.996244246269
20151127,1.02833455365,0.938238647751,1.06461183647,1.05670609773,1.44955482424,1.32600016763,1.23327774761,0.995149202808
20151130,1.02811993747,0.932622183891,1.05223290356,1.05670609773,1.44684243909,1.31667228294,1.23058785626,0.985021504088
20151201,1.01561180206,0.931960879945,1.05100410034,1.05494472337,1.45957975141,1.32106021608,1.23052734145,0.982954851805
20151202,1.01591101244,0.923536272457,1.04987634236,1.04799136867,1.45273476376,1.31505539809,1.22609747077,0.980368627322
20151203,1.0178517058,0.923219699627,1.04289839742,1.04532499638,1.45946086807,1.31499783309,1.22630502409,0.980918537334
20151204,1.01510390629,0.932958909172,1.04352347908,1.04532499638,1.45948809626,1.33062384524,1.22580023085,0.971420701058
20151207,1.01510390629,0.934661806024,1.05089389507,1.04557165949,1.45476400523,1.34192573997,1.23521794674,0.981715591064
20151208,1.01499616448,0.928550319861,1.05333340355,1.05068224373,1.47871586836,1.34843544576,1.24357645022,0.985272482512
20151209,1.01470067086,0.921712591067,1.06497135555,1.04591581672,1.48469442551,1.34454844784,1.26433829324,0.985272482512
20151210,1.00497068402,0.918772263391,1.06156124673,1.04139331666,1.48766443931,1.34507637569,1.26752924135,0.982088322731
20151211,1.00115709801,0.92212728632,1.0560288978,1.04139331666,1.49173843026,1.37071937956,1.26269079332,0.980447514942
20151214,0.995784112928,0.916777908378,1.05345707449,1.04057469563,1.49486390689,1.36425608608,1.25825826617,0.977691868214
20151215,0.995784112928,0.914202626865,1.05670609422,1.03571802018,1.48624540464,1.35707915001,1.26674188536,0.977691868214
20151216,0.995250096621,0.913851367201,1.0538788714,1.03571802018,1.48454609573,1.35349812404,1.26603110497,0.979184612894
20151217,0.996062715704,0.914318461344,1.06391712415,1.03943892055,1.51011587517,1.35393422208,1.26460453442,0.977955297052
20151218,0.996045315428,0.917296096821,1.0636640406,1.03731168654,1.53864613432,1.35124821672,1.26875626544,0.976041864784
20151221,1.00199842209,0.910543806918,1.06265902726,1.03793597609,1.52859695209,1.34646235841,1.26183769238,0.984329865936
20151222,1.00365207671,0.910154288688,1.06389099249,1.03623380594,1.52736131701,1.34568588531,1.2597567564,0.984329865936
20151223,1.00365207671,0.909612723903,1.06321708895,1.03623380594,1.52614917847,1.33946895421,1.26599498858,0.986503595314
20151224,1.00235698914,0.910183474278,1.05670854981,1.03352029564,1.52488712571,1.33751649761,1.2674701039,0.986503595314
20151225,0.999214740755,0.91027292286,1.05567001092,1.03352029564,1.52106372234,1.34181735519,1.2694790662,1.00122309832
20151228,0.999214740755,0.901411958868,1.04713600148,1.03352029564,1.5257556076,1.34751761582,1.26830771139,1.00098695944
20151229,0.99736388495,0.905980918736,1.07605712385,1.04146742698,1.53494319956,1.35886895152,1.27272276752,1.00392185668
20151230,0.996921007983,0.905980918736,1.07280682847,1.04169377989,1.52267295185,1.35534792811,1.26416430766,1.00059655371
20151231,0.996333022284,0.900118474278,1.06407109944,1.04169377989,1.52462432731,1.35445746589,1.26304654129,1.00101385188
20160104,0.99275904119,0.902689365132,1.06998353888,1.03727488995,1.54467918033,1.36795022873,1.27139878447,0.997974655317
20160105,0.992909253011,0.905285056134,1.07749611393,1.03727488995,1.55448988477,1.3639500137,1.27447429399,0.99818138866
20160106,0.994453640156,0.904063464126,1.07618605009,1.03701396472,1.55987548389,1.3697200597,1.272443844,0.99818138866
